story_id,source_slice,feature,actor,user_story,expected_behavior,entry_points,evidence,inventory_status,qa_status,error_status,documented_errors,fix_status,retest_status,duplicate_or_overlap,source_analysis,notes
ET-020,extensibility-tools,Remove extension,Operator/Agent,As an operator I remove a managed extension.,`DELETE /api/extensions/:name`; active bundles → 409 (`ErrExtensionHasActiveBundles`).,"`DELETE /api/extensions/:name` (privileged), web Remove, `agh__extensions_remove`","`extensions.go:155-172,233-234`; qa/evidence/batch-017-extensions-local-marketplace/et015-et023.json; qa/evidence/batch-017-extensions-local-marketplace/et015-et023-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP removed qa-local-ext and subsequent HTTP list omitted it; CLI status after remove returned not found. Active-bundle 409 not exercised because no bundle activation fixture was present.
ET-021,extensibility-tools,Enable/disable extension,Operator/Agent,"As an operator I enable or disable an installed extension, applied immediately.","`POST /api/extensions/:name/{enable,disable}` returns extension payload; ""toggles apply immediately, no restart"".","`POST /api/extensions/:name/{enable,disable}` (privileged), web toggle, `agh__extensions_enable/disable`","`extensions.go:174-182,242-270`; `hooks-extensions.tsx:432-436`; qa/evidence/batch-017-extensions-local-marketplace/et015-et023.json; qa/evidence/batch-017-extensions-local-marketplace/et015-et023-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP disable returned enabled=false state=disabled; CLI enable returned enabled=true through daemon. Web toggle remains browser-blocked.
ET-022,extensibility-tools,Extension status,Operator/Agent,As an operator I read one extension's runtime status.,`GET /api/extensions/:name` returns current health/state.,"`GET /api/extensions/:name`, `agh__extensions_info`",`extensions.go:184-197`; qa/evidence/batch-017-extensions-local-marketplace/et015-et023.json; qa/evidence/batch-017-extensions-local-marketplace/et015-et023-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP and CLI status returned qa-local-ext with daemon_running=true during install window.
ET-023,extensibility-tools,Extension provenance/trust report,Operator,As an operator I inspect persisted provenance and trust decision for an extension.,`GET /api/extensions/:name/provenance` returns installed_from/registry_tier/checksum_sha256/checksum_verified/allow_unverified/trust+warnings.,"`GET /api/extensions/:name/provenance`, web Provenance panel",`extensions.go:199-212`; `hooks-extensions.tsx:664-731`; qa/evidence/batch-017-extensions-local-marketplace/et015-et023.json; qa/evidence/batch-017-extensions-local-marketplace/et015-et023-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP and CLI provenance returned installed_from=local_path registry_tier=unverified checksum_sha256 checksum_verified=false allow_unverified=true and trust.decision=allowed_unverified. Web Provenance panel remains browser-blocked.
ET-024,extensibility-tools,Bundle catalog,Operator/Agent,As an operator I browse extension-shipped bundle profiles with agent/job/trigger/bridge counts.,`GET /api/bundles/catalog` returns bundles+profiles with counts and channel summaries; 503 if service unconfigured.,"`GET /api/bundles/catalog`, `agh__bundles_list/info`","`internal/api/core/bundles.go:18-29,197-221`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,Local extension qa-bundle-ext shipped qa-bundle/default with primary qa-channel; HTTP and CLI catalog included it. Zero projected resource counts are omitted from JSON and interpreted as zero. No dedicated web route found.
ET-025,extensibility-tools,Preview bundle activation (dry-run),Operator/Agent,As an operator I preview what activating a bundle profile would project before committing.,"`POST /api/bundles/preview {extension_name,bundle_name,profile_name,scope,workspace}` returns projected agents/jobs/triggers/bridges/inventory without persisting.","`POST /api/bundles/preview`, `agh__bundles_*`","`bundles.go:31-43,143-162,223-301`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP and CLI preview returned dry-run activation with qa-channel and empty inventory.
ET-026,extensibility-tools,Activate bundle,Operator/Agent,As an operator I activate a bundle profile at global or workspace scope.,"`POST /api/bundles/activations` returns 201 activation; `bind_primary_channel_as_default` optional; conflicts (agent/default-channel) → 409, missing agent ref → 422.","`POST /api/bundles/activations`, `agh__bundles_activate`","`bundles.go:62-74,333-356`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP activate created act_2f4b280412187f5f. Agent-conflict and missing-agent 409/422 branches were not exercised because this fixture intentionally had no agents.
ET-027,extensibility-tools,List/get bundle activations,Operator/Agent,As an operator I list active bundle activations and inspect one.,`GET /api/bundles/activations` and `/:id` return activation payloads incl. inventory; unknown id → 404.,"`GET /api/bundles/activations[/:id]`, `agh__bundles_status`",`bundles.go:45-87`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP and CLI list/get returned the active qa-bundle activation.
ET-028,extensibility-tools,Update bundle activation (channel binding),Operator,As an operator I rebind a bundle activation's primary channel as the network default.,`PATCH /api/bundles/activations/:id {bind_primary_channel_as_default}` updates binding.,`PATCH /api/bundles/activations/:id`,`bundles.go:89-109`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP PATCH set bind_primary_channel_as_default=true and network settings reflected qa-channel as effective default.
ET-029,extensibility-tools,Deactivate bundle,Operator/Agent,As an operator I deactivate (remove) a bundle activation.,`DELETE /api/bundles/activations/:id` → 204.,"`DELETE /api/bundles/activations/:id`, `agh__bundles_deactivate`",`bundles.go:111-121`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP DELETE returned 204; subsequent activation list omitted act_2f4b280412187f5f and cleanup removed qa-bundle-ext.
ET-030,extensibility-tools,Bundle network settings,Operator,As an operator I read configured vs effective default channel and declared channels.,`GET /api/bundles/network/settings` returns configured/effective default channel + source + declared channels.,`GET /api/bundles/network/settings`,"`bundles.go:123-141,303-318`; qa/evidence/batch-018-bundles/et024-et030.json; qa/evidence/batch-018-bundles/et024-et030-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,Canonical owner for bundle network settings; overlaps NB-023.,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,HTTP and CLI network settings reflected qa-channel while bound and cleared declared channel after deactivate. Overlaps Network slice.
ET-031,extensibility-tools,List resources (filtered),Operator/Agent,As an operator I list desired-state resources filtered by kind/scope/owner/source.,`GET /api/resources` and `/:kind` return raw records; invalid filter -> 422 validation error.,"`GET /api/resources[/:kind]`, `agh__resources_list`, `agh__resource_list`","`internal/api/core/resources.go:140-161,266-329`; qa/evidence/batch-019-resources/et031-et034.json; qa/evidence/batch-019-resources/et031-et034-summary.json",Needs QA,Passed,No error,None observed during isolated UDS and UDS-backed CLI QA; public HTTP /api/resources remains disabled without explicit operator auth.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,Validated UDS list by kind/scope/owner/source/limit and CLI resource list. Semantic filter errors return 422 per StatusForResourceError/core tests; inventory expectation corrected from 400.
ET-032,extensibility-tools,Get resource,Operator/Agent,As an operator I read one desired-state resource by kind+id.,"`GET /api/resources/:kind/:id` returns record; missing id → 400, not found → mapped status.","`GET /api/resources/:kind/:id`, `agh__resources_info`","`resources.go:163-184,367-379`; qa/evidence/batch-019-resources/et031-et034.json; qa/evidence/batch-019-resources/et031-et034-summary.json",Needs QA,Passed,No error,None observed during isolated UDS and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated UDS get, CLI get, missing record 404, and CLI blank id rejection before UDS call. Public HTTP resource route remains disabled without operator auth."
ET-033,extensibility-tools,Put resource (optimistic CRUD + codec validation),Operator/Agent,As an operator I create or update a resource with optimistic concurrency and schema validation.,"`PUT /api/resources/:kind/:id {scope,expected_version,spec}`; codec validates+canonicalizes when registered; `expected_version=0` → 201 else 200; write triggers reconciliation.","`PUT /api/resources/:kind/:id`, `agh__resources_snapshot`","`resources.go:90-121,186-227,381-405`; qa/evidence/batch-019-resources/et031-et034-before-bug-009.json; qa/evidence/batch-019-resources/et031-et034-summary-before-bug-009.json; qa/evidence/batch-019-resources/et031-et034.json; qa/evidence/batch-019-resources/et031-et034-summary.json; qa/issues/BUG-009.md",Needs QA,Passed after BUG-009 retest,Resolved BUG-009,BUG-009: registered resource codec validation errors without resources.ErrValidation returned HTTP 500 instead of a user-actionable 422.,Fixed in internal/resources/codec.go with regression coverage in internal/resources/typed_test.go.,Passed after rebuilding and restarting the isolated daemon as PID 57663; invalid bundle.activation spec now returns 422 and create/update/stale-conflict cleanup passed.,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated create 201, codec canonicalization, CLI update with expected_version, stale update 409, invalid spec 422 after fix, and reconciler trigger tolerance."
ET-034,extensibility-tools,Delete resource (optimistic),Operator/Agent,As an operator I delete a resource with a required positive expected_version.,`DELETE /api/resources/:kind/:id {expected_version}` -> 204; non-positive version -> 422 validation error.,`DELETE /api/resources/:kind/:id`,`resources.go:229-264`; qa/evidence/batch-019-resources/et031-et034.json; qa/evidence/batch-019-resources/et031-et034-summary.json,Needs QA,Passed,No error,None observed during isolated UDS and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated non-positive expected_version 422, stale version 409, CLI delete success with current version, and post-delete 404. Inventory expectation corrected from 400 to 422."
ET-035,extensibility-tools,List/search tools (operator projection),Operator/Agent,As an operator I list and search the full tool registry projection with diagnostics.,"`GET /api/tools` + `POST /api/tools/search {query,limit}` return descriptor+availability+decision per tool; 503 if registry unconfigured.","`GET /api/tools`, `POST /api/tools/search`, `agh__tool_list/search`","`internal/api/core/tools.go:21-55,268-393`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated HTTP and CLI list/search, 149-tool projection, descriptor digests/risk flags, and unavailable bundle tools carrying dependency_missing reason codes. Registry-unconfigured 503 was not live in this daemon."
ET-036,extensibility-tools,Get tool descriptor + diagnostics,Operator/Agent,"As an operator I inspect one tool's schema digests, risk flags, availability, and policy decision.","`GET /api/tools/:id` returns descriptor (read_only/destructive/open_world/risk, schema digests), availability, decision; invalid id → tool error.","`GET /api/tools/:id`, `agh__tool_info`","`tools.go:57-73,311-393`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated HTTP and CLI tool info for agh__tool_info with descriptor, availability, decision, schema digests, risk flags, invalid ID 400, and missing tool 404."
ET-037,extensibility-tools,Create tool approval,Operator/Agent,As a caller I mint an approval token for a concrete tool invocation.,"`POST /api/tools/:id/approvals {input,input_digest,scope}` returns approval token + expiry bound to tool-id+digest; scope-mismatch → token-mismatch error.",`POST /api/tools/:id/approvals` (privileged),"`tools.go:75-125,448-484`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP loopback QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated loopback HTTP approval creation for agh__tool_info, input_digest/expires_at response, scope mismatch 400 with approval_token_mismatch, evidence redaction, and daemon log search showing token absent under AGH_HOME/logs."
ET-038,extensibility-tools,Invoke tool,Operator/Agent,As a caller I invoke a tool with optional approval token and get result+truncation+duration.,"`POST /api/tools/:id/invoke {input,approval_token,...}` returns `{status:""completed"",result,truncated,duration_ms}`; denied/approval-required mapped to stable error codes.",`POST /api/tools/:id/invoke` (privileged),"`tools.go:127-176,486-571`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",Needs QA,Passed with config-limited coverage,No product error,No product error observed. Approval-required and result-too-large live paths were not configured for built-in operator-invoked tools in this QA daemon.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated HTTP and CLI invoke success for agh__tool_info with completed status/result/duration, invalid input 400 tool_invalid_input, and unavailable invoke 422 tool_unavailable with dependency_missing. qa-mock-approver projection denied mutating tools via policy_denied rather than approval_required."
ET-039,extensibility-tools,Session tool projection,Agent,As an in-session agent I list/search only the tools callable in my session/workspace.,`GET /api/workspaces/:workspace_id/sessions/:session_id/tools` + `/tools/search` anchored to route scope; body workspace/session mismatch → 400.,session tool routes (HTTP+UDS),"`tools.go:178-233,431-446`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",Needs QA,Passed,No error,None observed during isolated UDS and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Created qa-tools-et039-rerun acpmock session, validated route-anchored session tool list/search, workspace_id mismatch 400, session_id mismatch 400, scoped CLI list filters, and stopped the QA session in cleanup."
ET-040,extensibility-tools,Toolsets with expansion diagnostics,Operator/Agent,As an operator I list named toolsets and see their expanded tool IDs + degraded status.,`GET /api/toolsets` + `/:id` expand to concrete tools; reason codes → `degraded` else `expanded`.,`GET /api/toolsets[/:id]`,`tools.go:236-309`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json,Needs QA,Passed with config-limited coverage,No product error,No product error observed. No degraded built-in toolset existed in this daemon; all 21 built-in toolsets reported expanded.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated HTTP and CLI toolset list/info, agh__bootstrap expanded tools, missing toolset 404, and invalid toolset ID 400. Degraded expansion branch requires a toolset with expansion reason_codes, absent in current built-in catalog."
ET-041,extensibility-tools,Hook catalog,Operator/Agent,"As an operator I list observed hooks, optionally filtered by workspace.",`GET /api/hooks/catalog` returns observed hook entries; `?workspace=` resolves and scopes.,"`GET /api/hooks/catalog`, `agh__hooks_list/info`",`internal/api/core/handlers.go:1432-1456`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated HTTP hook catalog, workspace filter resolution, missing workspace 404, CLI hooks list/info, and native hook catalog entries. Config-backed declarations are restart-required and not expected in active catalog until daemon restart."
ET-042,extensibility-tools,Hook events taxonomy,Operator/Agent,As an operator I enumerate the supported hook event taxonomy.,`GET /api/hooks/events` returns ~70 typed events across session/sandbox/agent/tool/task/network/etc.,"`GET /api/hooks/events`, `agh__hooks_events`",`handlers.go:1492-1507`; `internal/hooks/events.go:56-142`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated 72 hook taxonomy events over HTTP, tool family sync-only CLI filter, tool.pre_call/tool.post_call/tool.post_error metadata, and invalid event filter 400."
ET-043,extensibility-tools,Hook runs audit (per session),Operator/Agent,As an operator I review hook execution history for one session.,`GET /api/workspaces/:workspace_id/hooks/runs?session=` requires session + workspace membership; missing session → 400.,"`GET /api/workspaces/:id/hooks/runs`, `agh__hooks_runs`",`handlers.go:1458-1490`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Created and stopped acpmock session sess-6379b5b32234ae29 to generate fresh hook runs; validated session.post_create/session.post_stop audit records, missing session 400, and CLI hooks runs."
ET-044,extensibility-tools,Lifecycle hook enable/disable + declarations,Operator/Agent,As an operator I toggle lifecycle hooks and manage config-backed hook declarations.,Hook toggle persists immediately (restart required to re-read declarations); `GET/PUT/DELETE /api/settings/hooks/:name` manage declarations; create/update/delete via `agh__hooks_create/update/delete/enable/disable`.,"`GET/PATCH /api/settings/hooks-extensions`, `PUT/DELETE /api/settings/hooks/:name`, web hooks section","`settings.go:176-205,292-313`; `hooks-extensions.tsx:273-388`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json",Needs QA,Passed API/native; web blocked,No product error,No product error observed. Browser-only hooks UI controls remain untested because browser.mode=blocked.,Not required,Not required,Canonical owner for hook declarations/toggles; overlaps MS-031.,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,Validated agh__hooks_create/update-equivalent HTTP PUT/delete plus native disable/enable/delete. Config-backed hook changes returned restart-required and QA hook qa-hooks-et044 was removed in cleanup.
ET-045,extensibility-tools,Extensions resource policy,Operator,"As an operator I configure marketplace registry, allowed resource kinds, max scope, and snapshot/operator rate limits.",`PATCH /api/settings/hooks-extensions` persists policy (restart required); validates rate-limit numerics before save; disabled when HTTP off-loopback.,"`PATCH /api/settings/hooks-extensions`, web policy section",`hooks-extensions.tsx:932-1101`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json; qa/evidence/batch-021-hooks-settings/et045-retest.json; qa/evidence/batch-021-hooks-settings/et045-retest-summary.json,Needs QA,Passed API; web blocked,No product error,No product error observed. Invalid test data confirmed registry and allowed_kinds validation before final retest; browser policy section remains untested because browser.mode=blocked.,Not required,Passed after retesting with valid registry enum github and extension resource kinds tool/mcp_server; initial config restored.,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Validated PATCH validation for invalid rate-limit numerics, valid registry/allowed_kinds/max_scope/snapshot and operator rate limits, restart-required lifecycle, GET reflection, and restore. HTTP off-loopback disabled state was not reproducible in local loopback QA."
ET-046,extensibility-tools,MCP server settings,Operator/Agent,"As an operator I list, add/update, and delete MCP server config entries.","`GET /api/settings/mcp-servers`, `PUT /api/settings/mcp-servers/:name`, `DELETE /api/settings/mcp-servers/:name`.","`GET/PUT/DELETE /api/settings/mcp-servers[/:name]`, `agh__mcp_status`",qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/bug010-retest-tool-info-mcp-poison.json; qa/issues/BUG-010.md,QA complete,Passed after BUG-010 fix,BUG-010 fixed,BUG-010: invalid MCP stdio source previously poisoned the native tool registry with backend_unhealthy/tool_backend_failed; fixed and retested.,Fixed,Passed,Overlap: MCP settings from extensibility perspective; settings CRUD tracked by MS-029.,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"HTTP/UDS MCP server list, add/update, name-mismatch validation, delete, and cleanup passed. Native agh__mcp_status remains dispatchable while an invalid MCP source is configured after BUG-010. Web route exists at web/src/routes/_app/settings/mcp-servers.tsx but browser execution is blocked by lab browser.mode=blocked."
ET-047,extensibility-tools,MCP OAuth/PKCE login/logout/status,Operator/Agent,As an operator/agent I authenticate to an OAuth-protected MCP server via PKCE and check/revoke status.,"`BeginLogin` requires S256 PKCE, returns auth URL+state; `Exchange` completes via callback; `Status`/`Refresh`/`Logout` manage token. Agent surface: `agh__mcp_auth_login/logout/status`.",native `agh__mcp_auth_*` tools; UDS/CLI,qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/et046-et051.json,QA complete with corrected inventory,Passed with corrected inventory,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,CLI status/manual login/logout were exercised with a fake OAuth server. Manual login URL uses code_challenge_method=S256 and does not expose the verifier. Native registry intentionally exposes agh__mcp_auth_status only; login/logout are CLI-only repair actions per internal/daemon/native_mcp_auth_tools.go.
ET-048,extensibility-tools,Hosted-MCP bind/projection/call (agent bridge),Agent,As an ACP agent I bind to a daemon-hosted MCP projection and call its tools through the daemon.,"UDS `/api/internal/hosted-mcp/{bind,projection,projection/stream,tools/call,release}` gated on peer identity; missing session/bind → stable errors (`hosted_mcp_session_required`, `hosted_mcp_bind_required`).",UDS internal hosted-mcp routes,qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/et046-et051.json,QA complete with route-limited coverage,Passed with route-limited coverage,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"UDS hosted-MCP route absence/missing-session/missing-bind errors are stable and HTTP route absence returns 404. Full bind/projection/call requires a session-issued nonce and peer executable match, so this pass covers the reachable operator-negative contract rather than a live hosted projection."
ET-049,extensibility-tools,Native extensibility toolset is agent-manageable,Agent,As an agent I manage skills/extensions/bundles/resources/hooks/tools/MCP without the web UI.,"All `agh__*` IDs in this slice are registered and callable via the tool registry, mirroring HTTP/UDS behavior and policy gating.",tool registry / `agh__*`,qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/issues/BUG-010.md; qa/issues/BUG-011.md,QA complete,Passed after BUG-010 and BUG-011 fixes,BUG-010 and BUG-011 fixed,BUG-010: MCP source discovery error poisoned native registry; BUG-011: bundle native tools captured nil bundle service before boot.,Fixed,Passed,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,All 33 expected native extensibility IDs were registered. Representative read-only calls dispatch successfully; invalid mutating calls reach validation or policy checks instead of unknown-tool failures. Bundle native tools resolve the bundle service after daemon boot following BUG-011.
ET-050,extensibility-tools,Set extension trust root,Operator/Agent,As an operator I configure the trusted marketplace/registry root used for extension verification.,`agh__extensions_trust_root_set` updates trust-root config affecting subsequent install verification.,"native `agh__extensions_trust_root_set`, CLI",qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/et046-et051.json,QA complete with corrected inventory,Passed with corrected inventory,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,agh__extensions_trust_root_set is intentionally absent and covered by internal/tools/builtin/builtin_test.go. Extension trust-root config paths are denied through agent-facing agh__config_set with config_trust_root_forbidden; CLI extension provenance/trust prompts remain the supported trust path.
ET-051,extensibility-tools,Transport-parity 403 fallback (off-loopback),Operator,As an operator on an off-loopback daemon I am told hook/policy/extension mutations are UDS/CLI-only.,Web renders a warning banner; mutating ops return HTTP 403 while remaining available over UDS/CLI.,"web `/settings/hooks-extensions`, HTTP vs UDS",qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/bootstrap-manifest.json,QA complete for loopback parity; browser/off-loopback blocked,Blocked for browser/off-loopback; loopback parity passed,Environment blocked,"Browser automation is unavailable in the bootstrap lab and the active daemon is bound to loopback, so the warning banner/off-loopback 403 UX could not be live-exercised.",Not needed,Loopback parity passed; browser/off-loopback not run,,.compozy/tasks/feature-stories/analysis/03_analysis_extensibility-tools.md,"Loopback HTTP settings and extensions surfaces remain reachable and UDS/CLI parity passed. Off-loopback 403 guard exists in internal/api/httpapi/middleware.go and the web banner is in web/src/routes/_app/settings/hooks-extensions.tsx, but browser.mode=blocked prevents user-facing verification in this lab."
NB-001,network-bridges,Network runtime status,Operator / Agent,As an operator I want to see the network runtime status so I know if the embedded network is healthy.,"`GET /api/network/status` returns `enabled`, `status`, listener host/port, local/remote peer counts, channels, queued messages/sessions, delivery workers, sent/received/rejected/delivered counters, open threads/directs/work, conversation/work/direct transition counters, last disconnect, and per-kind metrics. Web settings shows a status line; CLI `agh network status` prints same.",`GET /api/network/status`; CLI `network status`; web `settings/network` topbar,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP /api/network/status and UDS-backed CLI network status returned enabled/running status before and after sends; status counters remained schema-compatible.
NB-002,network-bridges,Network settings config,Operator,"As an operator I want to configure the embedded network (port, default channel, delivery limits) so it fits my deployment.","`settings/network` edits `enabled`, `port`, `default_channel`, `greet_interval`, `max_payload`, `max_queue_depth`, `max_replay_age`; topology changes (port/enabled) raise a restart banner; runtime metrics shown read-only.",web `settings/network`; `GET`/`PATCH /api/settings/network`,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed with corrected harness expectation,No product error,,Not needed,Passed after harness correction,Network-domain settings behavior; overlaps generic settings section MS-037.,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,GET /api/settings/network returned config/runtime. PATCH returns a restart-required apply record for network config by design; retest restored the original config and verified it with GET.
NB-003,network-bridges,Network-disabled empty state,Operator,As an operator I want a clear empty state with a settings link when the network is off.,"When `config.network.enabled=false`, `/network` renders `NetworkEmpty` with an ""open settings"" affordance instead of channels.",web `/network` route,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json,QA complete,Blocked by browser environment,Environment blocked,Network disabled empty state requires browser/router execution; bootstrap browser.mode=blocked.,Not needed,Not run - browser blocked,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,"API settings coverage exists in NB-002, but the web /network disabled empty state was not live-rendered."
NB-004,network-bridges,Daemon-down / status-error state,Operator,As an operator I want the network page to fail gracefully when the daemon/status is unreachable.,"On status fetch error or missing status, `/network` renders `DaemonDown`; loading shows a spinner.",web `/network` route,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json,QA complete,Blocked by browser environment,Environment blocked,Daemon-down network page state requires browser/router/query-client execution; bootstrap browser.mode=blocked.,Not needed,Not run - browser blocked,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Stopping the daemon would not verify the React DaemonDown surface without browser execution.
