id,current_qa_status,triage_category,triage_reason,title,source,qualification,journey,persona,expected,last_report,evidence,bug_ids,charters,disposition,new_evidence,notes
MS-041,pass,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Vault delete secret,docs/qa/scenarios/MS-041.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-keep-secrets-contained,Dora,"`DELETE /api/vault/secrets?ref=` → 204; web requires typed-confirm for non-session refs, immediate for `vault:sessions/`.",docs/qa/reports/2026-07-28-untested-full.md,`internal/api/core/vault.go:108-128`; `web/src/routes/_app/vault.tsx:332-385`; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-vault-model-support-logs.json; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-final-summary.json;/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-untested-061-keep-secrets-contained-dora,verified,docs/qa/evidence/2026-09-10-qa-execution-unblock/vault-delete-confirm-correct.png;docs/qa/evidence/2026-09-10-qa-execution-unblock/vault-final-list.json;docs/qa/evidence/2026-09-10-qa-execution-unblock/vault-final-reload.txt,"Dora Web typed/simple delete, cancel, disappearing target, HTTP/UDS and reload verified. Historical immediate wording reconciled with beta confirmation behavior."
MS-049,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,List logs,docs/qa/scenarios/MS-049.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-administer-runtime-settings,Dora,`GET /api/logs?<filter>` returns event summaries; 503 when observer absent.,docs/qa/reports/2026-07-28-untested-full.md,`internal/api/core/handlers.go` (ListLogs); `routes.go` (UDS :178/:184); qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-vault-model-support-logs.json; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-final-summary.json;/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-untested-041-administer-runtime-settings-dora,pending,,Not executed in this round.
MS-058,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Display-only echoes stay consistent with the catalog,docs/qa/scenarios/MS-058.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-22,Marina,"Session list, task execution profile, and provider logos render provider and model labels plus brand marks consistent with the catalog projection; new KindIcon marks resolve and unknown brands keep the lucide fallback.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md; docs/qa/reports/2026-07-10-model-selector.md; /Users/pedronauck/dev/qa-labs/compozy-marketplace-task11-final-20260715-20260716-011529-818379-lab/qa-artifacts/qa/web/ch-033-provider-inspector-back-refresh.png;/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,BUG-0025,CH-033,pending,,Not executed in this round.
MS-059,blocked-verify,conditional_local_preparation,controlled_memory_failure,Recover Memory catalog after interrupted mutation,docs/qa/scenarios/MS-059.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-25,Rafa,"After an applied create/edit/delete/promote whose derived synchronization fails or whose process is interrupted, Markdown remains authoritative; the durable dirty marker survives restart; the next public list/search rebuilds exactly the affected identity; stale or ghost headers cannot remain; another workspace or agent identity is not rebuilt or leaked.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-039,pending,,Not executed in this round.
MS-atomic-memory-batch,blocked-verify,conditional_local_preparation,controlled_memory_failure,Commit one agent memory batch without intermediate state,docs/qa/scenarios/MS-atomic-memory-batch.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-11,Ada,"An agent can submit ordered add, replace, and remove operations for one workspace memory document through compozy__memory_propose. Compozy rejects missing or ambiguous old_text without changing bytes, validates only the final configured body size, records one decision for a successful batch, keeps repeated prompt assembly byte-stable until a committed memory mutation, and recalls the committed fact in the next session.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-memory-batch-integrity,pending,,Not executed in this round.
MS-background-role-fallback,blocked-verify,conditional_local_preparation,controlled_memory_failure,Fall back background role routing before acceptance,docs/qa/scenarios/MS-background-role-fallback.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-route-background-work,Ada,"When a primary role route fails before acceptance, Compozy tries each declared fallback once in order, emits one correlated role.fallback.used event before each attempt, and never reroutes an accepted ACP session.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/ui-live-fallback-cli.json; /Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/ui-live-fallback-http.json; /Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/inherit-provider-fix-fallback-events.json;/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,BUG-20260724-inherited-role-provider-resolution,CH-role-fallback-boundary,pending,,Not executed in this round.
MS-layout-editor-clear-selection,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Clear the layout canvas selection with pointer or keyboard,docs/qa/scenarios/MS-layout-editor-clear-selection.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-administer-window-manager,Bruno,"The empty canvas background is a real button named ""Clear layout selection""; clicking it or activating it with Enter or Space clears the selected group, node, or floating window without intercepting controls rendered above it.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-untested-044-administer-window-manager-bruno-part-2,pending,,Not executed in this round.
MS-provider-settings-model-delta-roundtrip,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Provider Settings preserves model deltas and validation semantics,docs/qa/scenarios/MS-provider-settings-model-delta-roundtrip.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-20,Ada,"A Provider Settings PUT with unchanged curated membership persists only explicit five-rate and reasoning deltas, survives restart, leaves unchanged catalog enrichment out of config, and rejects negative or non-finite rates as caller validation without mutation.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,BUG-20260729-provider-model-pricing-roundtrip;BUG-20260729-provider-model-validation-status,CH-provider-settings-model-delta,pending,,Not executed in this round.
MS-settings-roles-panel,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Configure background roles in Settings,docs/qa/scenarios/MS-settings-roles-panel.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-route-background-work,Dora,"Settings → Roles renders the six roles in product order with truthful builtin, inherit, off, provenance, fallback, and diagnostic states; a valid edit applies Live, survives reload, and never exposes virtual builtins in the Agents fleet.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/screenshots/settings-roles-loaded.png; /Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/screenshots/settings-roles-ghost-diagnostic.png; /Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/screenshots/settings-roles-compact.png; /Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/ui-settings-roles-after-save.json; /Users/pedronauck/dev/qa-labs/compozy-agent-roles-devtool-oss-launch-20260724-094737-758561-lab/qa-artifacts/qa/inherit-provider-fix-parent-after-title.json;/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,BUG-20260724-inherited-role-provider-resolution,CH-settings-roles-live-truth,pending,,Not executed in this round.
MS-settings-update-mutations,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Apply and cancel an update through settings,docs/qa/scenarios/MS-settings-update-mutations.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-desktop-update-moment,Dora,One shared settings action applies every eligible target in runtime→app order; one-target and managed/no-action states remain truthful; invalid or legacy target sets return 400; HTTP and UDS expose the same typed result and refusal states.,docs/qa/reports/2026-08-24-eng-144.md,docs/qa/reports/2026-08-24-eng-144.md,,CH-electron-beta-update-linux;CH-electron-beta-update-macos;CH-electron-browser-update-parity,pending,,Not executed in this round.
MS-web-provider-auth-gate,blocked-verify,separate_prerequisite_or_review,specific_provider_or_failure,Provider editor offers credential controls only under bound-secret ownership,docs/qa/scenarios/MS-web-provider-auth-gate.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-22,Dora,"Creating or editing a provider shows ""Who owns authentication?"" as three cards — Native CLI, Bound secret, None. Under Native CLI the surface carries only the provider-owned login and status commands plus the last reported native-CLI status; no credential slot, key field, or secret ref is rendered anywhere. Choosing Bound secret reveals one credential slot (slot name, target env, secret ref, required toggle); leaving Bound secret removes every slot and its pending value, and the saved request carries no credential_slots. A write input appears only for a vault: ref — an env: ref shows that the value resolves outside Compozy instead of offering a box to type one. On edit a stored credential shows presence and its reference only, with an explicit Rotate; the plaintext is never read back and cancelling a rotation leaves the binding untouched. RuntimeSelector never appears on this surface.",docs/qa/reports/2026-07-28-untested-full.md,.compozy/tasks/modals-redesign/evidence/visual/task_04/VC-03; .compozy/tasks/modals-redesign/evidence/visual/task_04/VC-04;/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-untested-020-22-dora,pending,,Not executed in this round.
MS-web-session-deeplink-global-confirm,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Deep link to a Global session turns Global scope on instead of selecting the home row,docs/qa/scenarios/MS-web-session-deeplink-global-confirm.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-operate-desktop-shell,Bruno,"With a project workspace active, opening a link to a session owned by the operator-home registration shows the switch confirmation in its Global variant — title ""Turn on Global scope?"", confirm ""Turn on Global scope"", and the description names Global (`~`), never the home folder name. Confirming turns Global scope on and re-enters the link; the remembered project selection is untouched (persist key keeps the project id) and the toggle can still switch back. Declining stays on the not-found rendering. The home workspace id is never written into `selectedWorkspaceId`.",,web/src/routes/_app/__tests__/-session-workspace-switch-action.test.ts,,CH-global-scope-regression,pending,,Not executed in this round.
MS-web-settings-providers-redesign,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,"Providers page toolbar, status copy, and Rows/Cards views",docs/qa/scenarios/MS-web-settings-providers-redesign.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-22,Dora,"The Providers settings page renders ready/needs-setup/not-installed meta counts, a toolbar (provider search, Status filter chip, Rows|Cards toggle), and provider cards/rows with the pcard anatomy — glyph, name + Default badge, mono launch command, signal status line (""Ready · N models"" / ""Sign in to finish setup"" / ""Binary not found""), and the auth summary foot (""Uses your local login"" / ""Key stored in Vault"" / ""No sign-in needed"") with Edit or Set up action. New provider lives in the window head.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-untested-020-22-dora,pending,,Not executed in this round.
MS-workspace-checkpoint-continuity,blocked-verify,conditional_local_preparation,controlled_memory_failure,Preserve workspace continuity through one checkpoint summary,docs/qa/scenarios/MS-workspace-checkpoint-continuity.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-11,Théo,Eligible session stops asynchronously update one workspace-scoped `project_checkpoint_summary.md` through the active memory provider and decision WAL. The next session receives the full checkpoint; failed updates preserve the prior bytes; decision revert restores the previous summary; another workspace never receives the artifact.,docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-crash-resume-compaction,pending,,Not executed in this round.
MS-workspace-resolution-provenance,blocked-verify,separate_prerequisite_or_review,contract_or_decision_reconciliation,Explain the workspace resolution source in structured output,docs/qa/scenarios/MS-workspace-resolution-provenance.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-operate-workspace-context,Ada,"JSON, JSONL, and TOON output identify the winning workspace resolution tier without changing human output or the command payload shape.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-ms-wave2-current-20260730-061842-796290-lab/qa-artifacts/qa,,CH-untested-070-operate-workspace-context-ada,pending,,Not executed in this round.
NB-001,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Network runtime status,docs/qa/scenarios/NB-001.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-administer-network-live,Ada,"`GET /api/network/status` returns availability, truthful `disabled|ready|active` state, local Live participant and channel counts, sent/received/rejected/delivered counters, conversation/work/direct counters, declared channels, and per-kind metrics. It exposes no listener, broker-worker, remote-peer, or queue state. Web settings and `compozy network status` show the same projection.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; docs/qa/evidence/2026-07-14-network-changes/ch-network-admin-lifecycle.md;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa;/Users/pedronauck/dev/qa-labs/compozy-root-fixes-retest-20260730-072350-328928-lab/qa-artifacts/qa/evidence/root-fixes/public-replay.md,BUG-20260730-network-zero-counters-omitted,CH-untested-valid-016-administer-network-live-ada;CH-network-admin-lifecycle,pending,,Not executed in this round.
NB-002,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Network settings config,docs/qa/scenarios/NB-002.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-administer-network-live,Bruno,"`settings/network` edits availability, greet/replay/queue safety values, and `[network.live.defaults|limits]`; it states that availability never enrolls an execution, rejects removed keys, and shows runtime state read-only.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; docs/qa/evidence/2026-07-14-network-changes/ch-network-admin-lifecycle.md;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-network-admin-lifecycle,pending,,Not executed in this round.
NB-004,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Daemon-down / status-error state,docs/qa/scenarios/NB-004.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"On status fetch error or missing status, `/network` renders `DaemonDown`; loading shows a spinner.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-037,pending,,Not executed in this round.
NB-005,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,List channels,docs/qa/scenarios/NB-005.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../network/channels` returns daemon-ordered channels plus bounded cross-channel recents in the same payload; projected peer/session/message/presence counts, historical participants, last activity/presence, and message previews are computed without a per-channel request waterfall.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-037,pending,,Not executed in this round.
NB-006,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Create channel (spawns sessions),docs/qa/scenarios/NB-006.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`POST .../network/channels` validates channel name, non-empty `purpose`, and non-empty de-duped `agent_names` (all workspace-available); it inserts channel authority before spawning one user session per agent, persists `created_by` as the first agent, and returns channel detail (201). A duplicate workspace/channel returns 409 before any session starts and does not mutate existing metadata. Any later provisioning failure stops acquired sessions and removes the new channel.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-untested-023-23-theo,pending,,Not executed in this round.
NB-007,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,View channel detail,docs/qa/scenarios/NB-007.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../channels/:channel` returns metadata, projected exact peer/session/message/presence/kind counts, last preview, sessions, peers, and exact `open_work_count`; loaded lifecycle rows remain an explicitly bounded forensic subset rather than being presented as the total; a channel with no durable data returns 404.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-037,pending,,Not executed in this round.
NB-008,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Channel activity feed (web),docs/qa/scenarios/NB-008.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`/network/$ws/$channel/activity` merges only the loaded counted thread/direct pages in daemon-selected order, reports loaded versus exact total, and exposes independent continuation for threads and directs without client-side catalog filtering.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-037,pending,,Not executed in this round.
NB-009,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,List threads,docs/qa/scenarios/NB-009.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../channels/:channel/threads` returns `{threads,page{total,limit,has_more,next_cursor}}` with summaries and daemon-owned `query`, `has_work`, optional `peer_id`, `sort`, `after`, and `limit`; filters/order apply before the cut and the web exposes Load more.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-037,pending,,Not executed in this round.
NB-010,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,View thread + isolated messages,docs/qa/scenarios/NB-010.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../threads/:thread_id` returns the summary; `.../messages` returns a bounded chronological tail and page metadata, supports older pages with `before`, incremental tail reads with `after`, and `kind`/`work_id` filters; loading older messages preserves the first visible message ID/offset while live appends continue; invalid/missing IDs map to 400/404.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; /home/pedronauck/dev/qa-labs/compozy-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/notes/bug-0027-network-ordering-retest.json; /home/pedronauck/dev/qa-labs/compozy-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/notes/frontend-continuity-retest.json; docs/qa/bugs/BUG-0032.md;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,BUG-0032,CH-037,pending,,Not executed in this round.
NB-011,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Post message into a thread (web),docs/qa/scenarios/NB-011.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,`ChannelThreadComposer` sends `POST .../send` `kind=say surface=thread thread_id=...`; requires an active session; shows `disabledReason` when no session is available.,docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-untested-023-23-theo,pending,,Not executed in this round.
NB-012,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Open a new thread root,docs/qa/scenarios/NB-012.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"Sending `say` with `surface=thread` and a fresh valid `thread_id` matching `^thread_[a-z0-9][a-z0-9_-]{2,95}$` creates the thread on its first message; blank or malformed IDs are rejected; the native descriptor and CLI help state both the grammar and implicit-create behavior.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; /home/pedronauck/dev/qa-labs/compozy-northstar-pay-20260711-134811-445151-lab/qa-artifacts/qa/notes/operator-turn-evidence.json; /home/pedronauck/dev/qa-labs/compozy-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/notes/bug-0025-native-send-retest.json; docs/qa/bugs/BUG-0029.md; docs/qa/bugs/BUG-0030.md;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,BUG-0029;BUG-0030,CH-037,pending,,Not executed in this round.
NB-013,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,List direct rooms,docs/qa/scenarios/NB-013.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../channels/:channel/directs` returns `{directs,page{total,limit,has_more,next_cursor}}` with summaries and daemon-owned `query`, `peer_id`, `has_work`, `sort`, `after`, and `limit`; filters/order apply before the cut and the web exposes Load more.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-037,pending,,Not executed in this round.
NB-014,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Resolve / open direct room,docs/qa/scenarios/NB-014.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,`POST .../directs/resolve` requires `session_id` (must resolve to a local peer in channel) + valid `peer_id` (must be present in channel); computes deterministic `direct_id` from ordered peers; creates-or-returns the room.,docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-untested-023-23-theo,pending,,Not executed in this round.
NB-015,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,View direct room + isolated messages,docs/qa/scenarios/NB-015.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../directs/:direct_id` returns the summary; `.../messages` returns a bounded chronological tail and page metadata, supports older pages with `before`, incremental tail reads with `after`, and `kind`/`work_id` filters; loading older messages preserves the first visible message ID/offset while live appends continue.",docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/issues/BUG-012.md;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,BUG-0012,CH-037,pending,,Not executed in this round.
NB-016,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Post message into a direct room (web),docs/qa/scenarios/NB-016.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,`DirectRoom` composer sends `POST .../send` `kind=say surface=direct direct_id=...`; requires an active session.,docs/qa/reports/2026-07-28-untested-full.md,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/issues/BUG-012.md; qa/bootstrap-manifest.json;/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,BUG-0012,CH-untested-023-23-theo,pending,,Not executed in this round.
NB-017,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,List daemon-local peers,docs/qa/scenarios/NB-017.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-23,Théo,"`GET .../network/peers` (optional `channel`) returns daemon-local peers sorted by newest `joined_at`, then display name and peer ID. Each peer includes its session identity, capability brief, profiles/artifacts/trust modes, `presence_state: local`, and no remote refresh or expiry fields.",docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-qa-misc-network-goal-release-site-20260730-060405-932516-lab/qa-artifacts/qa,,CH-untested-023-23-theo,pending,,Not executed in this round.
